"question_idx","sentence_idx","layer_idx","early_decoder","probe_output","probe_ans","sentence_text"
"8","0","0","probe_model_answer_correct","[0.5164872584770522, 0.4835127415229478]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","1","probe_model_answer_correct","[0.46860729570228643, 0.5313927042977135]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","2","probe_model_answer_correct","[0.5259949129456589, 0.47400508705434097]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","3","probe_model_answer_correct","[0.5691254937744802, 0.4308745062255199]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","4","probe_model_answer_correct","[0.5154886605517319, 0.4845113394482681]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","5","probe_model_answer_correct","[0.500843691746634, 0.499156308253366]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","6","probe_model_answer_correct","[0.5352979357692549, 0.464702064230745]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","7","probe_model_answer_correct","[0.4788667899323039, 0.521133210067696]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","8","probe_model_answer_correct","[0.4772772374739002, 0.5227227625260996]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","9","probe_model_answer_correct","[0.4881269858640948, 0.5118730141359052]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","10","probe_model_answer_correct","[0.5398851748742849, 0.4601148251257151]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","11","probe_model_answer_correct","[0.48343379656396007, 0.5165662034360399]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","12","probe_model_answer_correct","[0.47592816691530543, 0.5240718330846944]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","13","probe_model_answer_correct","[0.5381169135262501, 0.4618830864737498]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","14","probe_model_answer_correct","[0.5374786418256768, 0.46252135817432327]","0","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
"8","0","15","probe_model_answer_correct","[0.42614484204204334, 0.5738551579579567]","1","Okay, so I have this question about the motion of bending the forearm toward the body. The options are Abduction, Eversion, Flexion, and Pronation. I'm a bit new to this, so I need to break it down step by step.

"
